nger,npop,cp,mp,xmaxc,xmax_edge,exec,g,worstFit,fit_avg,bestFit,desvPad,c,weights
70,50,0.8,0.05,2.0,90,0,0,2.931467386725316e+58,5.875855090793018e+56,23156.25194470951,4.10387295162059e+57,0.1450310302601876,[37.55552308 74.27436563 74.43927643 47.98263961  4.69009114 35.98001822 63.47630719 67.83273313 50.04085308 37.35540606 16.05059036 37.87666374 46.79004121 76.20036585 50.92492242]
70,50,0.8,0.05,2.0,90,0,1,3.266419483496252e+54,7.554853254622271e+52,3586.547635171104,4.6140833759410114e+53,0.022587383272204106,[50.7678348  38.09107662 52.34049005 76.57440556 58.90582005 82.30796376 77.68374522 57.57983565 46.83610491 54.1139098  58.60993794 46.98298935 56.53294713 82.01643157 67.44528757]
70,50,0.8,0.05,2.0,90,0,2,1.628358841588347e+48,3.2575768746254736e+46,3586.547635171104,2.279690179480916e+47,0.022587383272204106,[50.7678348  38.09107662 52.34049005 76.57440556 58.90582005 82.30796376 77.68374522 57.57983565 46.83610491 54.1139098  58.60993794 46.98298935 56.53294713 82.01643157 67.44528757]
70,50,0.8,0.05,2.0,90,0,3,2.0476574480991742e+52,4.1469985532955435e+50,3586.547635171104,2.866093853975276e+51,0.022587383272204106,[50.7678348  38.09107662 52.34049005 76.57440556 58.90582005 82.30796376 77.68374522 57.57983565 46.83610491 54.1139098  58.60993794 46.98298935 56.53294713 82.01643157 67.44528757]
70,50,0.8,0.05,2.0,90,0,4,1.9298453661401901e+55,3.863433395103405e+53,3586.547635171104,2.7017312474986505e+54,0.022587383272204106,[50.7678348  38.09107662 52.34049005 76.57440556 58.90582005 82.30796376 77.68374522 57.57983565 46.83610491 54.1139098  58.60993794 46.98298935 56.53294713 82.01643157 67.44528757]
70,50,0.8,0.05,2.0,90,0,5,1.8507311701866808e+55,6.423202907015194e+53,3586.547635171104,3.1839410212343104e+54,0.022587383272204106,[50.7678348  38.09107662 52.34049005 76.57440556 58.90582005 82.30796376 77.68374522 57.57983565 46.83610491 54.1139098  58.60993794 46.98298935 56.53294713 82.01643157 67.44528757]
70,50,0.8,0.05,2.0,90,0,6,6.201428548079403e+58,1.2402866927023015e+57,3586.547635171104,8.681999826871615e+57,0.022587383272204106,[50.7678348  38.09107662 52.34049005 76.57440556 58.90582005 82.30796376 77.68374522 57.57983565 46.83610491 54.1139098  58.60993794 46.98298935 56.53294713 82.01643157 67.44528757]
70,50,0.8,0.05,2.0,90,0,7,2.0644931775454766e+42,4.1289863610710565e+40,3586.547635171104,2.890290448478238e+41,0.022587383272204106,[50.7678348  38.09107662 52.34049005 76.57440556 58.90582005 82.30796376 77.68374522 57.57983565 46.83610491 54.1139098  58.60993794 46.98298935 56.53294713 82.01643157 67.44528757]
70,50,0.8,0.05,2.0,90,0,8,3.323694341111575e+42,6.912519186975957e+40,3586.547635171104,4.6530118102109566e+41,0.022587383272204106,[50.7678348  38.09107662 52.34049005 76.57440556 58.90582005 82.30796376 77.68374522 57.57983565 46.83610491 54.1139098  58.60993794 46.98298935 56.53294713 82.01643157 67.44528757]
70,50,0.8,0.05,2.0,90,0,9,4.8526550703492346e+51,9.70531096620889e+49,3586.547635171104,6.793717086695948e+50,0.022587383272204106,[50.7678348  38.09107662 52.34049005 76.57440556 58.90582005 82.30796376 77.68374522 57.57983565 46.83610491 54.1139098  58.60993794 46.98298935 56.53294713 82.01643157 67.44528757]
