nger,npop,cp,mp,xmaxc,xmax_edge,exec,g,worstFit,fit_avg,bestFit,desvPad,c,weights
150,50,1.0,0.05,2.0,70,0,0,4.283838651024893e+58,8.584526967919822e+56,46258.37982358139,5.997136329173138e+57,0.1450310302601876,[29.20985129 57.76895105 57.897215   37.31983081  3.64784867 27.98445862 49.37046114 52.75879244 38.9206635  29.05420471 12.48379251 29.45962736 36.39225427 59.26695122 39.608273  ]
150,50,1.0,0.05,2.0,70,0,1,1.0026648234992157e+52,2.0141900533697783e+50,29536.25208212623,1.4036112535410031e+51,0.0475679058931497,[65.22609029 28.63547643 36.66146581 56.96024423 33.68818573 30.31350111 32.87316905  8.40854438 63.51280052 17.981285   46.65302336 39.04053816 14.19845547 46.26602093 41.00904964]
150,50,1.0,0.05,2.0,70,0,2,1.679576663723114e+45,4.1374654110643173e+43,29536.25208212623,2.3752355329956374e+44,0.0475679058931497,[65.22609029 28.63547643 36.66146581 56.96024423 33.68818573 30.31350111 32.87316905  8.40854438 63.51280052 17.981285   46.65302336 39.04053816 14.19845547 46.26602093 41.00904964]
150,50,1.0,0.05,2.0,70,0,3,7.378723906057402e+42,1.4757447839548336e+41,8810.614177828473,1.0330213468088452e+42,0.07369367107447147,[62.86098843 68.18841072 45.44930967 56.27109703 10.89929423 44.6821769 49.36103321 60.63268021 66.7320134  36.68196447 34.3755624  39.02508528 34.2267654  18.45488581 49.53124474]
150,50,1.0,0.05,2.0,70,0,4,1.149840814476535e+36,2.29968162895307e+34,8810.614177828473,1.6097771402671489e+35,0.07369367107447147,[62.86098843 68.18841072 45.44930967 56.27109703 10.89929423 44.6821769 49.36103321 60.63268021 66.7320134  36.68196447 34.3755624  39.02508528 34.2267654  18.45488581 49.53124474]
150,50,1.0,0.05,2.0,70,0,5,3.5005588378217865e+22,7.001120117140086e+20,8810.614177828473,4.900782338072277e+21,0.07369367107447147,[62.86098843 68.18841072 45.44930967 56.27109703 10.89929423 44.6821769 49.36103321 60.63268021 66.7320134  36.68196447 34.3755624  39.02508528 34.2267654  18.45488581 49.53124474]
150,50,1.0,0.05,2.0,70,0,6,2.4787772838302383e+23,4.957554567666895e+21,8810.614177828473,3.4702881973622423e+22,0.07369367107447147,[62.86098843 68.18841072 45.44930967 56.27109703 10.89929423 44.6821769 49.36103321 60.63268021 66.7320134  36.68196447 34.3755624  39.02508528 34.2267654  18.45488581 49.53124474]
150,50,1.0,0.05,2.0,70,0,7,1415923010697.2583,28319217774.701763,8810.614177828473,198229113292.69708,0.07369367107447147,[62.86098843 68.18841072 45.44930967 56.27109703 10.89929423 44.6821769 49.36103321 60.63268021 66.7320134  36.68196447 34.3755624  39.02508528 34.2267654  18.45488581 49.53124474]
150,50,1.0,0.05,2.0,70,0,8,2.6912064244876554e+18,5.382412849050314e+16,8810.614177828473,3.7676889942816454e+17,0.07369367107447147,[62.86098843 68.18841072 45.44930967 56.27109703 10.89929423 44.6821769 49.36103321 60.63268021 66.7320134  36.68196447 34.3755624  39.02508528 34.2267654  18.45488581 49.53124474]
150,50,1.0,0.05,2.0,70,0,9,2.4011939162453935e+29,4.802454334344305e+27,8810.614177828473,3.361670533039251e+28,0.07369367107447147,[62.86098843 68.18841072 45.44930967 56.27109703 10.89929423 44.6821769 49.36103321 60.63268021 66.7320134  36.68196447 34.3755624  39.02508528 34.2267654  18.45488581 49.53124474]
150,50,1.0,0.05,2.0,70,0,10,5.723866674994078e+35,2.279890704767961e+34,8810.614177828473,1.0342983590367291e+35,0.07369367107447147,[62.86098843 68.18841072 45.44930967 56.27109703 10.89929423 44.6821769 49.36103321 60.63268021 66.7320134  36.68196447 34.3755624  39.02508528 34.2267654  18.45488581 49.53124474]
150,50,1.0,0.05,2.0,70,0,11,9.08897208803411e+23,1.8177944177391746e+22,8810.614177828473,1.2724560923228847e+23,0.07369367107447147,[62.86098843 68.18841072 45.44930967 56.27109703 10.89929423 44.6821769 49.36103321 60.63268021 66.7320134  36.68196447 34.3755624  39.02508528 34.2267654  18.45488581 49.53124474]
150,50,1.0,0.05,2.0,70,0,12,1.4160765407590637e+27,2.8321530815181274e+25,8810.614177828473,1.9825071570626895e+26,0.07369367107447147,[62.86098843 68.18841072 45.44930967 56.27109703 10.89929423 44.6821769 49.36103321 60.63268021 66.7320134  36.68196447 34.3755624  39.02508528 34.2267654  18.45488581 49.53124474]
150,50,1.0,0.05,2.0,70,0,13,1.4096607613802698e+34,2.82008327127539e+32,8810.614177828473,1.9735142558166458e+33,0.07369367107447147,[62.86098843 68.18841072 45.44930967 56.27109703 10.89929423 44.6821769 49.36103321 60.63268021 66.7320134  36.68196447 34.3755624  39.02508528 34.2267654  18.45488581 49.53124474]
150,50,1.0,0.05,2.0,70,0,14,3.4159930793375877e+31,6.831986159841943e+29,8810.614177828473,4.782390311055954e+30,0.07369367107447147,[62.86098843 68.18841072 45.44930967 56.27109703 10.89929423 44.6821769 49.36103321 60.63268021 66.7320134  36.68196447 34.3755624  39.02508528 34.2267654  18.45488581 49.53124474]
150,50,1.0,0.05,2.0,70,0,15,268157682.9965188,6488513.892418753,8810.614177828473,37526499.18673782,0.07369367107447147,[62.86098843 68.18841072 45.44930967 56.27109703 10.89929423 44.6821769 49.36103321 60.63268021 66.7320134  36.68196447 34.3755624  39.02508528 34.2267654  18.45488581 49.53124474]
