nger,npop,cp,mp,xmaxc,xmax_edge,exec,g,worstFit,fit_avg,bestFit,desvPad,c,weights
100,50,1.0,0.05,2.0,90,4,0,6.184590331622458e+59,2.1878125177355408e+58,17691.04931632779,1.0152445076761782e+59,0.3265050917160044,[83.24037229 72.52303591 89.09652862 88.71854571 77.88958322 46.16048821 26.55348933 87.83714691 22.64045989 48.51563899 46.94403134 88.35734027 70.10801861 60.09207668 59.72389328]
100,50,1.0,0.05,2.0,90,4,1,2.1770425692522084e+55,4.686074428618385e+53,14029.386106600396,3.048961410274238e+54,0.081117061148398,[33.95732452 84.68683772 59.02744521 78.69962546 78.51622993 19.3611705 38.40141311 32.22106347 48.57995683 45.7472934  71.88423534 58.01231073 83.08041468 57.53536069 63.65950254]
100,50,1.0,0.05,2.0,90,4,2,1.160245389675963e+57,2.3206828143860342e+55,14029.386106600396,1.6243408058294084e+56,0.081117061148398,[33.95732452 84.68683772 59.02744521 78.69962546 78.51622993 19.3611705 38.40141311 32.22106347 48.57995683 45.7472934  71.88423534 58.01231073 83.08041468 57.53536069 63.65950254]
100,50,1.0,0.05,2.0,90,4,3,5.547518780628011e+51,2.007252853360758e+50,14029.386106600396,9.3952312642894e+50,0.081117061148398,[33.95732452 84.68683772 59.02744521 78.69962546 78.51622993 19.3611705 38.40141311 32.22106347 48.57995683 45.7472934  71.88423534 58.01231073 83.08041468 57.53536069 63.65950254]
100,50,1.0,0.05,2.0,90,4,4,6.450122535398048e+54,1.294096853551713e+53,14029.386106600396,9.029634534193666e+53,0.081117061148398,[33.95732452 84.68683772 59.02744521 78.69962546 78.51622993 19.3611705 38.40141311 32.22106347 48.57995683 45.7472934  71.88423534 58.01231073 83.08041468 57.53536069 63.65950254]
100,50,1.0,0.05,2.0,90,4,5,4.525571133899709e+50,1.0110302305673364e+49,14029.386106600396,6.363985861216704e+49,0.081117061148398,[33.95732452 84.68683772 59.02744521 78.69962546 78.51622993 19.3611705 38.40141311 32.22106347 48.57995683 45.7472934  71.88423534 58.01231073 83.08041468 57.53536069 63.65950254]
100,50,1.0,0.05,2.0,90,4,6,2.6024394119548824e+48,5.204878847657063e+46,6054.840964174012,3.6434151763975885e+47,0.0640920419661124,[70.22357302 32.34326666 47.54559359 38.87815939 57.67441659 74.52163636 28.13378611 77.92049144 15.93100622 82.31781082 70.25136275 56.53502858 18.8520273  45.63403372 73.6083165 ]
100,50,1.0,0.05,2.0,90,4,7,3.18348452492076e+27,6.376181935506686e+25,5238.788322680831,4.45675138614728e+26,0.029366340917471492,[88.02565093 49.10883561 20.03165254 60.41541634 68.8925717  21.75475344 43.91577362 63.94699539 10.96947391 10.30999574 53.43949183 85.66589931 32.34673069 30.1596551  76.36658453]
100,50,1.0,0.05,2.0,90,4,8,504498212257649.94,15936683865152.553,5238.788322680831,79592372240761.56,0.029366340917471492,[88.02565093 49.10883561 20.03165254 60.41541634 68.8925717  21.75475344 43.91577362 63.94699539 10.96947391 10.30999574 53.43949183 85.66589931 32.34673069 30.1596551  76.36658453]
100,50,1.0,0.05,2.0,90,4,9,164429338605547.03,3352931197388.4995,5238.788322680831,23014239640161.47,0.029366340917471492,[88.02565093 49.10883561 20.03165254 60.41541634 68.8925717  21.75475344 43.91577362 63.94699539 10.96947391 10.30999574 53.43949183 85.66589931 32.34673069 30.1596551  76.36658453]
100,50,1.0,0.05,2.0,90,4,10,112025286.71533492,3559666.504640683,5238.788322680831,16199036.851171024,0.029366340917471492,[88.02565093 49.10883561 20.03165254 60.41541634 68.8925717  21.75475344 43.91577362 63.94699539 10.96947391 10.30999574 53.43949183 85.66589931 32.34673069 30.1596551  76.36658453]
100,50,1.0,0.05,2.0,90,4,11,19356104.779333744,730307.9850356466,2785.123140446781,2783461.971783053,0.007725465829255208,[63.65601513 56.76384908 39.85244434 37.17904306 62.01865354 50.72112894 50.73626669 73.68838855 56.75143075 36.42484087 42.12342318 75.42525887 34.47555314 47.16752549 69.17388809]
100,50,1.0,0.05,2.0,90,4,12,3.72187420277881e+38,7.443748405561561e+36,2785.123140446781,5.210623883890277e+37,0.007725465829255208,[63.65601513 56.76384908 39.85244434 37.17904306 62.01865354 50.72112894 50.73626669 73.68838855 56.75143075 36.42484087 42.12342318 75.42525887 34.47555314 47.16752549 69.17388809]
100,50,1.0,0.05,2.0,90,4,13,7.518575676135772e+24,1.5037151449933617e+23,2785.123140446781,1.0526005945194908e+24,0.007725465829255208,[63.65601513 56.76384908 39.85244434 37.17904306 62.01865354 50.72112894 50.73626669 73.68838855 56.75143075 36.42484087 42.12342318 75.42525887 34.47555314 47.16752549 69.17388809]
100,50,1.0,0.05,2.0,90,4,14,5.747371658964543e+56,1.1494743317929085e+55,2785.123140446781,8.04632032255036e+55,0.007725465829255208,[63.65601513 56.76384908 39.85244434 37.17904306 62.01865354 50.72112894 50.73626669 73.68838855 56.75143075 36.42484087 42.12342318 75.42525887 34.47555314 47.16752549 69.17388809]
100,50,1.0,0.05,2.0,90,4,15,3.429933693995869e+27,6.859867387991738e+25,2785.123140446781,4.801907171594217e+26,0.007725465829255208,[63.65601513 56.76384908 39.85244434 37.17904306 62.01865354 50.72112894 50.73626669 73.68838855 56.75143075 36.42484087 42.12342318 75.42525887 34.47555314 47.16752549 69.17388809]
100,50,1.0,0.05,2.0,90,4,16,2.776077895573515e+21,5.5521559642855e+19,2785.123140446781,3.8865090513295167e+20,0.007725465829255208,[63.65601513 56.76384908 39.85244434 37.17904306 62.01865354 50.72112894 50.73626669 73.68838855 56.75143075 36.42484087 42.12342318 75.42525887 34.47555314 47.16752549 69.17388809]
100,50,1.0,0.05,2.0,90,4,17,262388.2282642838,84121.73594372974,2770.856475769163,74560.36777554621,0.05763558446897245,[66.95849129 64.0211446  29.60661647 36.4749612  62.70624591 70.26766346 62.88010786 46.08355838 49.54693169 73.52884986 67.21672581 61.49741488 47.82480122 65.83997745 68.16775041]
100,50,1.0,0.05,2.0,90,4,18,5.661667779886178e+44,1.1323335559772356e+43,2770.856475769163,7.9263348918406495e+43,0.05763558446897245,[66.95849129 64.0211446  29.60661647 36.4749612  62.70624591 70.26766346 62.88010786 46.08355838 49.54693169 73.52884986 67.21672581 61.49741488 47.82480122 65.83997745 68.16775041]
100,50,1.0,0.05,2.0,90,4,19,17768264.7092456,459332.69067904353,2770.856475769163,2481061.75254935,0.05763558446897245,[66.95849129 64.0211446  29.60661647 36.4749612  62.70624591 70.26766346 62.88010786 46.08355838 49.54693169 73.52884986 67.21672581 61.49741488 47.82480122 65.83997745 68.16775041]
