nger,npop,cp,mp,xmaxc,xmax_edge,exec,g,worstFit,fit_avg,bestFit,desvPad,c,weights
100,20,1.0,0.05,2.0,90,0,0,2.019394913905513e+59,1.0100580372313893e+58,46494.85146969785,4.401086733196556e+58,0.40256453640385237,[84.20953564 35.11692492 27.69714917 41.4245062  25.12603261 11.99576217 40.11757232 36.77404158 15.43545518 86.72204594 44.10200053 87.14990401 78.40212749 63.47078757 70.75036462]
100,20,1.0,0.05,2.0,90,0,1,7.319004217860552e+50,3.660670305488324e+49,20556.769042028114,1.5951132684341969e+50,0.051333991463796094,[45.42209209 12.61479004 30.73736636 46.51390194 23.95056383 71.78777205 29.04269881 34.36335664 43.5493492  54.71160777 84.48764602 72.41828429 75.16758412 53.62478916 65.41621041]
100,20,1.0,0.05,2.0,90,0,2,5.505716196801374e+54,2.752858098400687e+53,20556.769042028114,1.199943025683614e+54,0.051333991463796094,[45.42209209 12.61479004 30.73736636 46.51390194 23.95056383 71.78777205 29.04269881 34.36335664 43.5493492  54.71160777 84.48764602 72.41828429 75.16758412 53.62478916 65.41621041]
100,20,1.0,0.05,2.0,90,0,3,6.074533869468267e+20,3.924388773885909e+19,20556.769042028114,1.3595536219599002e+20,0.051333991463796094,[45.42209209 12.61479004 30.73736636 46.51390194 23.95056383 71.78777205 29.04269881 34.36335664 43.5493492  54.71160777 84.48764602 72.41828429 75.16758412 53.62478916 65.41621041]
100,20,1.0,0.05,2.0,90,0,4,3.6515006356483977e+39,1.8257503178241987e+38,12794.452012060992,7.958261131532948e+38,0.04968296612803074,[29.5923899  41.9900831  28.24995731 66.85076254 58.53130056 38.02070506 41.36029899 47.87006486 58.39602102 85.12461655 58.35159078 70.61153807 82.44512061 39.09185702 73.63322861]
100,20,1.0,0.05,2.0,90,0,5,3.6120661838609157e+18,1.8060330919332605e+17,12794.452012060992,7.872315736414525e+17,0.04968296612803074,[29.5923899  41.9900831  28.24995731 66.85076254 58.53130056 38.02070506 41.36029899 47.87006486 58.39602102 85.12461655 58.35159078 70.61153807 82.44512061 39.09185702 73.63322861]
100,20,1.0,0.05,2.0,90,0,6,2626548.895199144,426975.8435154656,3658.7068187946543,646666.0258175838,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,7,1180519.5350271428,290383.08469796635,3658.7068187946543,281691.3490822041,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,8,416876.5175362407,138219.38670039974,3658.7068187946543,124460.09643403211,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,9,282028.5995226611,87632.55699061198,3658.7068187946543,62900.29006886577,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,10,372731.4666179388,91929.82228927802,3658.7068187946543,96266.27595558498,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,11,158850.42972371064,61073.01088450364,3658.7068187946543,42903.08063801886,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,12,160092.92663547213,49612.114993292795,3658.7068187946543,36069.94571549417,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,13,105162.98426872765,46066.58858798511,3658.7068187946543,29044.215424484577,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,14,84337.05706330853,31520.85466211524,3658.7068187946543,21438.880910612577,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,15,49218.79622351718,18944.047381559234,3658.7068187946543,12818.277614944498,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,16,79681.46301550417,22122.98266155328,3658.7068187946543,17532.58219336847,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,17,140207.97315809008,25681.65485983865,3658.7068187946543,28327.966484662185,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,18,56737.07372278372,24088.454223800953,3658.7068187946543,14374.088888674994,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,19,62532.75201657187,20897.78782213653,3658.7068187946543,14044.886145979997,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,20,38735.54145050038,17268.467085224205,3658.7068187946543,10573.46431414673,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,21,7726248.997289792,404082.4496393493,3658.7068187946543,1679951.8466074225,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,22,23281.116870968228,12375.743995016199,3658.7068187946543,6323.337622027384,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,23,18705.91261275599,10004.093241069164,3658.7068187946543,4145.890325346913,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,24,13999.234982179549,8510.824844362556,3658.7068187946543,2775.784468607248,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,25,18653.6044847916,7674.575053925121,3658.7068187946543,3382.3281892806117,0.12963778837772838,[70.30278149 47.45385443 31.63524417 77.80134089 24.02124507 63.70760975 48.47536039 26.13635775 31.41726127 83.58555096 62.51336796 65.42368681 47.23303426 77.05810584 77.56472496]
100,20,1.0,0.05,2.0,90,0,26,297899.1827338209,37908.98326848766,3358.460572538089,81308.2543207744,0.12047610303230231,[75.67870263 68.83091877 53.35851541 71.21614386 78.20281562 69.4784164 76.48740635 67.02107558 67.30057552 51.92897362 39.61405405 22.50142443 13.16006515 52.11723112 68.2844679 ]
100,20,1.0,0.05,2.0,90,0,27,50571.41590538319,11889.790567687192,3358.460572538089,11976.8784403872,0.12047610303230231,[75.67870263 68.83091877 53.35851541 71.21614386 78.20281562 69.4784164 76.48740635 67.02107558 67.30057552 51.92897362 39.61405405 22.50142443 13.16006515 52.11723112 68.2844679 ]
100,20,1.0,0.05,2.0,90,0,28,83857.37596536086,14585.215536296746,3111.6489103746567,20353.56281052969,0.11779297616824225,[70.66220263 72.02364429 40.69510614 73.28463825 71.66536672 75.18501062 69.48900685 55.08564504 42.65702768 39.90451242 46.1998148  32.38434484 14.36358118 55.55673311 84.1305882 ]
100,20,1.0,0.05,2.0,90,0,29,5026062.513475729,260933.74549872396,3111.6489103746567,1093221.9668319381,0.11779297616824225,[70.66220263 72.02364429 40.69510614 73.28463825 71.66536672 75.18501062 69.48900685 55.08564504 42.65702768 39.90451242 46.1998148  32.38434484 14.36358118 55.55673311 84.1305882 ]
100,20,1.0,0.05,2.0,90,0,30,3151244.5717027113,176046.79440072965,2211.64509337589,683068.2375658527,0.004548505433861671,[70.94105211 55.4487512  38.67698121 45.53954083 23.74227606 43.42133573 46.72932032 50.38134225 38.55313575 33.46855369 16.90452512 80.39043966 39.87878878 41.95257357 76.34286559]
100,20,1.0,0.05,2.0,90,0,31,506310.2190958055,54420.32935946733,2211.64509337589,116079.51950472106,0.004548505433861671,[70.94105211 55.4487512  38.67698121 45.53954083 23.74227606 43.42133573 46.72932032 50.38134225 38.55313575 33.46855369 16.90452512 80.39043966 39.87878878 41.95257357 76.34286559]
100,20,1.0,0.05,2.0,90,0,32,306860.84506645123,40828.194308810474,2211.64509337589,78550.48125474513,0.004548505433861671,[70.94105211 55.4487512  38.67698121 45.53954083 23.74227606 43.42133573 46.72932032 50.38134225 38.55313575 33.46855369 16.90452512 80.39043966 39.87878878 41.95257357 76.34286559]
100,20,1.0,0.05,2.0,90,0,33,212634.33502639446,18675.52255580207,2211.64509337589,44886.21936902249,0.004548505433861671,[70.94105211 55.4487512  38.67698121 45.53954083 23.74227606 43.42133573 46.72932032 50.38134225 38.55313575 33.46855369 16.90452512 80.39043966 39.87878878 41.95257357 76.34286559]
100,20,1.0,0.05,2.0,90,0,34,82984.21454420971,11155.804164630405,1615.9265928919526,17864.337696734823,0.01273084656723587,[68.12822218 69.3475615  75.80826602 88.80638963 24.39697923 75.60816169 65.01636715 58.17771186 53.38009405 25.18426792 39.68053861 41.76860009 62.45942255 79.81262142 78.93153459]
100,20,1.0,0.05,2.0,90,0,35,17486.84455539732,6245.318633866717,1516.983355085905,4186.161561092618,0.04098811498724167,[68.11259461 70.71473676 85.791631   82.46693888 24.40179366 83.67536119 57.21124136 50.78523698 80.53410386 27.48766336 38.63786608 52.10827422 85.77050505 61.27134349 75.51343366]
100,20,1.0,0.05,2.0,90,0,36,15611.93862699359,5358.27111310837,1516.983355085905,3295.9331522186085,0.04098811498724167,[68.11259461 70.71473676 85.791631   82.46693888 24.40179366 83.67536119 57.21124136 50.78523698 80.53410386 27.48766336 38.63786608 52.10827422 85.77050505 61.27134349 75.51343366]
100,20,1.0,0.05,2.0,90,0,37,10952.325544987745,4897.181637441176,1516.983355085905,2798.9578728249558,0.04098811498724167,[68.11259461 70.71473676 85.791631   82.46693888 24.40179366 83.67536119 57.21124136 50.78523698 80.53410386 27.48766336 38.63786608 52.10827422 85.77050505 61.27134349 75.51343366]
100,20,1.0,0.05,2.0,90,0,38,41858.738834865464,8747.937023448285,1516.983355085905,11295.548754188643,0.04098811498724167,[68.11259461 70.71473676 85.791631   82.46693888 24.40179366 83.67536119 57.21124136 50.78523698 80.53410386 27.48766336 38.63786608 52.10827422 85.77050505 61.27134349 75.51343366]
100,20,1.0,0.05,2.0,90,0,39,3536078.572057178,194433.22299772673,1516.983355085905,766871.9748914153,0.04098811498724167,[68.11259461 70.71473676 85.791631   82.46693888 24.40179366 83.67536119 57.21124136 50.78523698 80.53410386 27.48766336 38.63786608 52.10827422 85.77050505 61.27134349 75.51343366]
100,20,1.0,0.05,2.0,90,0,40,11626.454118057189,5859.075042478009,1516.983355085905,2577.5042804421078,0.04098811498724167,[68.11259461 70.71473676 85.791631   82.46693888 24.40179366 83.67536119 57.21124136 50.78523698 80.53410386 27.48766336 38.63786608 52.10827422 85.77050505 61.27134349 75.51343366]
100,20,1.0,0.05,2.0,90,0,41,22562.60547143995,9014.542203485045,1303.8130726007375,6153.47389042765,0.00398352275417195,[81.63452845 67.63655879 54.14217538 44.81736754 76.85168776 41.10290804 44.8031597  83.90265467 48.93097596 66.91918522 40.26417831 39.70553163 71.85039913 28.22326827 73.33179669]
100,20,1.0,0.05,2.0,90,0,42,31398.829625043705,9382.885878694591,1303.8130726007375,6381.817640441718,0.00398352275417195,[81.63452845 67.63655879 54.14217538 44.81736754 76.85168776 41.10290804 44.8031597  83.90265467 48.93097596 66.91918522 40.26417831 39.70553163 71.85039913 28.22326827 73.33179669]
100,20,1.0,0.05,2.0,90,0,43,28898.61826312647,8645.726972701825,1303.8130726007375,6806.238289678691,0.00398352275417195,[81.63452845 67.63655879 54.14217538 44.81736754 76.85168776 41.10290804 44.8031597  83.90265467 48.93097596 66.91918522 40.26417831 39.70553163 71.85039913 28.22326827 73.33179669]
100,20,1.0,0.05,2.0,90,0,44,41872.90357868545,10702.350980837311,1303.8130726007375,10394.342853875278,0.00398352275417195,[81.63452845 67.63655879 54.14217538 44.81736754 76.85168776 41.10290804 44.8031597  83.90265467 48.93097596 66.91918522 40.26417831 39.70553163 71.85039913 28.22326827 73.33179669]
100,20,1.0,0.05,2.0,90,0,45,204320.81304396148,16942.758203390982,1303.8130726007375,43082.85855162464,0.00398352275417195,[81.63452845 67.63655879 54.14217538 44.81736754 76.85168776 41.10290804 44.8031597  83.90265467 48.93097596 66.91918522 40.26417831 39.70553163 71.85039913 28.22326827 73.33179669]
100,20,1.0,0.05,2.0,90,0,46,47136.3158771596,11917.412782298483,1303.8130726007375,11627.170506726432,0.00398352275417195,[81.63452845 67.63655879 54.14217538 44.81736754 76.85168776 41.10290804 44.8031597  83.90265467 48.93097596 66.91918522 40.26417831 39.70553163 71.85039913 28.22326827 73.33179669]
100,20,1.0,0.05,2.0,90,0,47,34558.8091546376,10732.807275348996,1303.8130726007375,8306.233122678854,0.00398352275417195,[81.63452845 67.63655879 54.14217538 44.81736754 76.85168776 41.10290804 44.8031597  83.90265467 48.93097596 66.91918522 40.26417831 39.70553163 71.85039913 28.22326827 73.33179669]
100,20,1.0,0.05,2.0,90,0,48,359798.6549108877,25999.215950158818,1303.8130726007375,76865.73351623098,0.00398352275417195,[81.63452845 67.63655879 54.14217538 44.81736754 76.85168776 41.10290804 44.8031597  83.90265467 48.93097596 66.91918522 40.26417831 39.70553163 71.85039913 28.22326827 73.33179669]
100,20,1.0,0.05,2.0,90,0,49,30615.458813036206,9105.310951101901,1303.8130726007375,6624.504509015742,0.00398352275417195,[81.63452845 67.63655879 54.14217538 44.81736754 76.85168776 41.10290804 44.8031597  83.90265467 48.93097596 66.91918522 40.26417831 39.70553163 71.85039913 28.22326827 73.33179669]
100,20,1.0,0.05,2.0,90,0,50,83847.77979734444,14213.783989735026,1303.8130726007375,18557.547623492806,0.00398352275417195,[81.63452845 67.63655879 54.14217538 44.81736754 76.85168776 41.10290804 44.8031597  83.90265467 48.93097596 66.91918522 40.26417831 39.70553163 71.85039913 28.22326827 73.33179669]
100,20,1.0,0.05,2.0,90,0,51,15318.209345267978,6242.15243075773,1303.8130726007375,2834.0356462511377,0.00398352275417195,[81.63452845 67.63655879 54.14217538 44.81736754 76.85168776 41.10290804 44.8031597  83.90265467 48.93097596 66.91918522 40.26417831 39.70553163 71.85039913 28.22326827 73.33179669]
100,20,1.0,0.05,2.0,90,0,52,967060273031.209,48353023279.08685,1303.8130726007375,210765897914.08884,0.00398352275417195,[81.63452845 67.63655879 54.14217538 44.81736754 76.85168776 41.10290804 44.8031597  83.90265467 48.93097596 66.91918522 40.26417831 39.70553163 71.85039913 28.22326827 73.33179669]
100,20,1.0,0.05,2.0,90,0,53,201607050.08470947,10089456.025371883,1303.8130726007375,43937150.14693815,0.00398352275417195,[81.63452845 67.63655879 54.14217538 44.81736754 76.85168776 41.10290804 44.8031597  83.90265467 48.93097596 66.91918522 40.26417831 39.70553163 71.85039913 28.22326827 73.33179669]
100,20,1.0,0.05,2.0,90,0,54,50052.1481795583,11555.500919698141,1303.8130726007375,13325.951671373672,0.00398352275417195,[81.63452845 67.63655879 54.14217538 44.81736754 76.85168776 41.10290804 44.8031597  83.90265467 48.93097596 66.91918522 40.26417831 39.70553163 71.85039913 28.22326827 73.33179669]
100,20,1.0,0.05,2.0,90,0,55,124411.88611978812,14161.962666581496,1303.8130726007375,28999.282916717104,0.00398352275417195,[81.63452845 67.63655879 54.14217538 44.81736754 76.85168776 41.10290804 44.8031597  83.90265467 48.93097596 66.91918522 40.26417831 39.70553163 71.85039913 28.22326827 73.33179669]
