nger,npop,cp,mp,xmaxc,xmax_edge,exec,g,worstFit,fit_avg,bestFit,desvPad,c,weights
100,50,1.0,0.05,2.0,70,0,0,7.398438807522555e+59,2.396500346468595e+58,32438.285510171052,1.1376545043334464e+59,0.3265050917160044,[64.74251178 56.40680571 69.29730003 69.00331333 60.58078695 35.90260194 20.65271392 68.31778093 17.60924658 37.73438588 36.51202437 68.72237577 54.52845892 46.73828186 46.45191699]
100,50,1.0,0.05,2.0,70,0,1,5.739927282549621e+59,1.7496067674748117e+58,20276.212550396038,8.934207025660122e+58,0.09377007578491092,[68.8720246  41.83699235 61.30019681 30.48206976 40.30892741 10.09481069 26.17144627 17.37952993 40.94772243 26.92842901 57.40938869 52.77794526 50.57701123 24.66132053 44.06217814]
100,50,1.0,0.05,2.0,70,0,2,1.9881292468824347e+52,3.976493745931483e+50,18675.701192304216,2.783377589759307e+51,0.008296840066761353,[59.04725044 40.40563654 50.92289524 23.58573259 30.40353152 15.35950934 66.09822035 36.1488481  12.99313679 34.57969198 44.76063859 22.90049187 51.44453588 24.61488108 40.22978422]
100,50,1.0,0.05,2.0,70,0,3,5.046737653603248e+42,2.017089374205527e+41,9497.260426513232,9.572666126995943e+41,0.06263597952451971,[57.53229619 28.44378371 46.62928261 54.42734191 69.02313432 59.92386128 29.4202701  23.75458362 59.88245567 57.85598008 65.37873887 47.52428804 16.62646182 47.45765777 56.86622997]
100,50,1.0,0.05,2.0,70,0,4,2.64046572402584e+39,5.280931503445788e+37,9497.260426513232,3.696652012844832e+38,0.06263597952451971,[57.53229619 28.44378371 46.62928261 54.42734191 69.02313432 59.92386128 29.4202701  23.75458362 59.88245567 57.85598008 65.37873887 47.52428804 16.62646182 47.45765777 56.86622997]
100,50,1.0,0.05,2.0,70,0,5,4.941253099798827e+55,9.882506199597652e+53,9497.260426513232,6.917754339718357e+54,0.06263597952451971,[57.53229619 28.44378371 46.62928261 54.42734191 69.02313432 59.92386128 29.4202701  23.75458362 59.88245567 57.85598008 65.37873887 47.52428804 16.62646182 47.45765777 56.86622997]
100,50,1.0,0.05,2.0,70,0,6,3.0137817420345996e+31,6.212557449164463e+29,9497.260426513232,4.218638799327084e+30,0.06263597952451971,[57.53229619 28.44378371 46.62928261 54.42734191 69.02313432 59.92386128 29.4202701  23.75458362 59.88245567 57.85598008 65.37873887 47.52428804 16.62646182 47.45765777 56.86622997]
100,50,1.0,0.05,2.0,70,0,7,1.2089448596513926e+57,2.5398652221943617e+55,9497.260426513232,1.6929339046574597e+56,0.06263597952451971,[57.53229619 28.44378371 46.62928261 54.42734191 69.02313432 59.92386128 29.4202701  23.75458362 59.88245567 57.85598008 65.37873887 47.52428804 16.62646182 47.45765777 56.86622997]
100,50,1.0,0.05,2.0,70,0,8,4.457795250964051e+42,8.915590501957652e+40,9497.260426513232,6.2409133513492506e+41,0.06263597952451971,[57.53229619 28.44378371 46.62928261 54.42734191 69.02313432 59.92386128 29.4202701  23.75458362 59.88245567 57.85598008 65.37873887 47.52428804 16.62646182 47.45765777 56.86622997]
100,50,1.0,0.05,2.0,70,0,9,3.4155295839612857e+23,6.858322651634955e+21,9497.260426513232,4.781390010303162e+22,0.06263597952451971,[57.53229619 28.44378371 46.62928261 54.42734191 69.02313432 59.92386128 29.4202701  23.75458362 59.88245567 57.85598008 65.37873887 47.52428804 16.62646182 47.45765777 56.86622997]
