nger,npop,cp,mp,xmaxc,xmax_edge,exec,g,worstFit,fit_avg,bestFit,desvPad,c,weights
70,20,1.0,0.05,2.0,110,0,0,1.2390806939756091e+59,6.1971096077508314e+57,23397.057240965158,2.700474723581736e+58,0.40256453640385237,[102.92276578  42.92068602  33.8520712   50.62995202  30.70959542  14.6614871   49.03258839  44.94605081  18.86555633 105.9936117  53.90244509 106.51654935  95.82482248  77.57540703  86.47266787]
70,20,1.0,0.05,2.0,110,0,1,5.320322393831597e+36,3.0967251810828815e+35,7193.746762845479,1.165105701970287e+36,0.1519717026630497,[ 73.09681685  40.82734138  29.26842341  68.46723217  67.91199602  29.55764906  17.46579288  94.13628725  14.71042562 107.90770498  89.99242776  36.60819736   6.89446409  80.66545386 103.96106883]
70,20,1.0,0.05,2.0,110,0,2,1.5797721174720097e+41,7.898860587360414e+39,1353.766793903233,3.4430335069418696e+40,0.027196777995313327,[105.16931093  64.01440752  82.50402343  15.55796395  56.2096933  53.92926583  59.67947176  94.45405921  14.52373164  70.09462714  84.79443568  41.34074908  28.10904752  68.90428747  92.94609801]
70,20,1.0,0.05,2.0,110,0,3,3.0701827104797622e+19,1.5352978389657997e+18,1353.766793903233,6.691260751846302e+18,0.027196777995313327,[105.16931093  64.01440752  82.50402343  15.55796395  56.2096933  53.92926583  59.67947176  94.45405921  14.52373164  70.09462714  84.79443568  41.34074908  28.10904752  68.90428747  92.94609801]
70,20,1.0,0.05,2.0,110,0,4,1.4528245990528645e+19,7.264123000471784e+17,1353.766793903233,3.16635780486125e+18,0.027196777995313327,[105.16931093  64.01440752  82.50402343  15.55796395  56.2096933  53.92926583  59.67947176  94.45405921  14.52373164  70.09462714  84.79443568  41.34074908  28.10904752  68.90428747  92.94609801]
70,20,1.0,0.05,2.0,110,0,5,5708649227372.143,285449638225.4531,1353.766793903233,1244167315715.301,0.027196777995313327,[105.16931093  64.01440752  82.50402343  15.55796395  56.2096933  53.92926583  59.67947176  94.45405921  14.52373164  70.09462714  84.79443568  41.34074908  28.10904752  68.90428747  92.94609801]
70,20,1.0,0.05,2.0,110,0,6,3183379.1726612924,598041.7109017648,1353.766793903233,872583.8184795625,0.027196777995313327,[105.16931093  64.01440752  82.50402343  15.55796395  56.2096933  53.92926583  59.67947176  94.45405921  14.52373164  70.09462714  84.79443568  41.34074908  28.10904752  68.90428747  92.94609801]
70,20,1.0,0.05,2.0,110,0,7,15451534.883622723,916138.8960481891,1353.766793903233,3345150.8556869235,0.027196777995313327,[105.16931093  64.01440752  82.50402343  15.55796395  56.2096933  53.92926583  59.67947176  94.45405921  14.52373164  70.09462714  84.79443568  41.34074908  28.10904752  68.90428747  92.94609801]
70,20,1.0,0.05,2.0,110,0,8,482752.23186097265,85100.67421340744,1353.766793903233,112468.59311294588,0.027196777995313327,[105.16931093  64.01440752  82.50402343  15.55796395  56.2096933  53.92926583  59.67947176  94.45405921  14.52373164  70.09462714  84.79443568  41.34074908  28.10904752  68.90428747  92.94609801]
70,20,1.0,0.05,2.0,110,0,9,439506.0847954162,96358.81481496523,1353.766793903233,114544.53945331942,0.027196777995313327,[105.16931093  64.01440752  82.50402343  15.55796395  56.2096933  53.92926583  59.67947176  94.45405921  14.52373164  70.09462714  84.79443568  41.34074908  28.10904752  68.90428747  92.94609801]
70,20,1.0,0.05,2.0,110,0,10,444600.6474590258,92596.20255701349,1353.766793903233,99526.71927612711,0.027196777995313327,[105.16931093  64.01440752  82.50402343  15.55796395  56.2096933  53.92926583  59.67947176  94.45405921  14.52373164  70.09462714  84.79443568  41.34074908  28.10904752  68.90428747  92.94609801]
70,20,1.0,0.05,2.0,110,0,11,395604.12059238076,82865.48925744998,1353.766793903233,109729.50201063119,0.027196777995313327,[105.16931093  64.01440752  82.50402343  15.55796395  56.2096933  53.92926583  59.67947176  94.45405921  14.52373164  70.09462714  84.79443568  41.34074908  28.10904752  68.90428747  92.94609801]
70,20,1.0,0.05,2.0,110,0,12,102193.9721353317,38178.42436628515,1353.766793903233,33039.18369372122,0.027196777995313327,[105.16931093  64.01440752  82.50402343  15.55796395  56.2096933  53.92926583  59.67947176  94.45405921  14.52373164  70.09462714  84.79443568  41.34074908  28.10904752  68.90428747  92.94609801]
70,20,1.0,0.05,2.0,110,0,13,411298.41715849185,49196.58415345822,1353.766793903233,86256.11795317385,0.027196777995313327,[105.16931093  64.01440752  82.50402343  15.55796395  56.2096933  53.92926583  59.67947176  94.45405921  14.52373164  70.09462714  84.79443568  41.34074908  28.10904752  68.90428747  92.94609801]
70,20,1.0,0.05,2.0,110,0,14,458517.1609920226,61494.39347887538,1353.766793903233,102862.42263713402,0.027196777995313327,[105.16931093  64.01440752  82.50402343  15.55796395  56.2096933  53.92926583  59.67947176  94.45405921  14.52373164  70.09462714  84.79443568  41.34074908  28.10904752  68.90428747  92.94609801]
