nger,npop,cp,mp,xmaxc,xmax_edge,exec,g,worstFit,fit_avg,bestFit,desvPad,c,weights
70,50,1.0,0.05,2.0,110,2,0,5.572600734785833e+59,1.5773098974851475e+58,5099.342979611204,8.097939963992273e+58,0.3265050917160044,[101.7382328   88.63926611 108.8957572  108.43377809  95.1983795  56.41837447  32.45426474 107.3565129   27.6716732   59.2968921  57.3760383  107.99230477  85.6875783   73.4458715   72.99586956]
70,50,1.0,0.05,2.0,110,2,1,4.114596506236195e+59,9.000489215159223e+57,5099.342979611204,5.774495830869274e+58,0.3265050917160044,[101.7382328   88.63926611 108.8957572  108.43377809  95.1983795  56.41837447  32.45426474 107.3565129   27.6716732   59.2968921  57.3760383  107.99230477  85.6875783   73.4458715   72.99586956]
70,50,1.0,0.05,2.0,110,2,2,3.298898406405545e+60,1.2846733385197719e+59,3163.789780731863,6.072460014813148e+59,0.09634717008056407,[ 64.49507138 107.20069696  53.43209381  47.23492456  76.63188126  62.41750793  78.9140463   34.66650004  68.37509474  61.79713515  51.96159679  34.60721317  21.52601475  80.92636973  79.85175733]
70,50,1.0,0.05,2.0,110,2,3,3.0553983166026863e+60,6.220961199232204e+58,3163.789780731863,4.276640195917191e+59,0.09634717008056407,[ 64.49507138 107.20069696  53.43209381  47.23492456  76.63188126  62.41750793  78.9140463   34.66650004  68.37509474  61.79713515  51.96159679  34.60721317  21.52601475  80.92636973  79.85175733]
70,50,1.0,0.05,2.0,110,2,4,1.747372768382284e+61,3.499814636333017e+59,3163.789780731863,2.4462504401291666e+60,0.09634717008056407,[ 64.49507138 107.20069696  53.43209381  47.23492456  76.63188126  62.41750793  78.9140463   34.66650004  68.37509474  61.79713515  51.96159679  34.60721317  21.52601475  80.92636973  79.85175733]
70,50,1.0,0.05,2.0,110,2,5,9.491127652469246e+53,1.8982255304938493e+52,3163.789780731863,1.3287578713456945e+53,0.09634717008056407,[ 64.49507138 107.20069696  53.43209381  47.23492456  76.63188126  62.41750793  78.9140463   34.66650004  68.37509474  61.79713515  51.96159679  34.60721317  21.52601475  80.92636973  79.85175733]
70,50,1.0,0.05,2.0,110,2,6,1.841420957144219e+37,3.685007170086443e+35,3163.789780731863,2.5779588531529795e+36,0.09634717008056407,[ 64.49507138 107.20069696  53.43209381  47.23492456  76.63188126  62.41750793  78.9140463   34.66650004  68.37509474  61.79713515  51.96159679  34.60721317  21.52601475  80.92636973  79.85175733]
70,50,1.0,0.05,2.0,110,2,7,1.0541919682335252e+43,2.1083840835194467e+41,3163.789780731863,1.4758687534261908e+42,0.09634717008056407,[ 64.49507138 107.20069696  53.43209381  47.23492456  76.63188126  62.41750793  78.9140463   34.66650004  68.37509474  61.79713515  51.96159679  34.60721317  21.52601475  80.92636973  79.85175733]
70,50,1.0,0.05,2.0,110,2,8,1.6946429554163812e+24,3.7446828733539128e+22,3163.789780731863,2.3797335877282207e+23,0.09634717008056407,[ 64.49507138 107.20069696  53.43209381  47.23492456  76.63188126  62.41750793  78.9140463   34.66650004  68.37509474  61.79713515  51.96159679  34.60721317  21.52601475  80.92636973  79.85175733]
70,50,1.0,0.05,2.0,110,2,9,1.2681115809452304e+25,2.5416417161015018e+23,3163.789780731863,1.7752824668321733e+24,0.09634717008056407,[ 64.49507138 107.20069696  53.43209381  47.23492456  76.63188126  62.41750793  78.9140463   34.66650004  68.37509474  61.79713515  51.96159679  34.60721317  21.52601475  80.92636973  79.85175733]
70,50,1.0,0.05,2.0,110,2,10,1.8384295611260826e+33,3.6943856729518007e+31,3163.789780731863,2.573580237223833e+32,0.09634717008056407,[ 64.49507138 107.20069696  53.43209381  47.23492456  76.63188126  62.41750793  78.9140463   34.66650004  68.37509474  61.79713515  51.96159679  34.60721317  21.52601475  80.92636973  79.85175733]
70,50,1.0,0.05,2.0,110,2,11,193642720297.8582,3890600360.8828163,3163.789780731863,27107670989.298267,0.09634717008056407,[ 64.49507138 107.20069696  53.43209381  47.23492456  76.63188126  62.41750793  78.9140463   34.66650004  68.37509474  61.79713515  51.96159679  34.60721317  21.52601475  80.92636973  79.85175733]
70,50,1.0,0.05,2.0,110,2,12,3.850376568413875e+39,1.280857699399175e+38,2659.909462657144,6.407428132174243e+38,0.02012723364660407,[ 74.82392287 104.55412895   9.36851971  34.70461568 107.05056872  53.49876725 102.02399985 104.43149844  34.63947949  57.56033952  90.72306258  91.03036062  60.01800811  37.43600986  73.29373192]
70,50,1.0,0.05,2.0,110,2,13,5293503.800629126,326142.6891586997,2659.909462657144,778142.5076032265,0.02012723364660407,[ 74.82392287 104.55412895   9.36851971  34.70461568 107.05056872  53.49876725 102.02399985 104.43149844  34.63947949  57.56033952  90.72306258  91.03036062  60.01800811  37.43600986  73.29373192]
