,epi_week,date,country,state,city,ibgeID,cod_RegiaoDeSaude,name_RegiaoDeSaude,newDeaths,deaths,newCases,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,_source,last_info_date
1752,13,2020-03-26,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,1,1,0.0,1.10501,0.0,SES,2020-11-27
2034,13,2020-03-27,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,1,0.0,1.10501,0.0,SES,2020-11-27
2344,13,2020-03-28,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,1,2,0.0,2.21002,0.0,SES,2020-11-27
2683,14,2020-03-29,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,2,0.0,2.21002,0.0,SES,2020-11-27
3056,14,2020-03-30,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,2,0.0,2.21002,0.0,SES,2020-11-27
3471,14,2020-03-31,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,2,0.0,2.21002,0.0,SES,2020-11-27
3925,14,2020-04-01,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,2,0.0,2.21002,0.0,SES,2020-11-27
4024,14,2020-04-02,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,1,1,0.0,0.7235699999999999,0.0,SES,2020-11-27
4425,14,2020-04-02,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,1,3,0.0,3.31503,0.0,SES,2020-11-27
4538,14,2020-04-03,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,1,0.0,0.7235699999999999,0.0,SES,2020-11-27
4982,14,2020-04-03,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,3,0.0,3.31503,0.0,SES,2020-11-27
5101,14,2020-04-04,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,1,0.0,0.7235699999999999,0.0,SES,2020-11-27
5577,14,2020-04-04,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,3,0.0,3.31503,0.0,SES,2020-11-27
5704,15,2020-04-05,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,1,0.0,0.7235699999999999,0.0,SES,2020-11-27
6214,15,2020-04-05,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,3,0.0,3.31503,0.0,SES,2020-11-27
6351,15,2020-04-06,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,1,0.0,0.7235699999999999,0.0,SES,2020-11-27
6909,15,2020-04-06,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,3,0.0,3.31503,0.0,SES,2020-11-27
7056,15,2020-04-07,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,1,0.0,0.7235699999999999,0.0,SES,2020-11-27
7661,15,2020-04-07,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,3,0.0,3.31503,0.0,SES,2020-11-27
7822,15,2020-04-08,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,1,0.0,0.7235699999999999,0.0,SES,2020-11-27
8476,15,2020-04-08,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,3,0.0,3.31503,0.0,SES,2020-11-27
8651,15,2020-04-09,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,1,0.0,0.7235699999999999,0.0,SES,2020-11-27
9348,15,2020-04-09,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,3,0.0,3.31503,0.0,SES,2020-11-27
9528,15,2020-04-10,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,1,0.0,0.7235699999999999,0.0,SES,2020-11-27
10260,15,2020-04-10,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,3,0.0,3.31503,0.0,SES,2020-11-27
10453,15,2020-04-11,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,1,2,0.0,1.4471399999999999,0.0,SES,2020-11-27
11222,15,2020-04-11,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,3,0.0,3.31503,0.0,SES,2020-11-27
11423,16,2020-04-12,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,2,0.0,1.4471399999999999,0.0,SES,2020-11-27
12227,16,2020-04-12,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,3,0.0,3.31503,0.0,SES,2020-11-27
12437,16,2020-04-13,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,2,0.0,1.4471399999999999,0.0,SES,2020-11-27
13271,16,2020-04-13,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,3,0.0,3.31503,0.0,SES,2020-11-27
13489,16,2020-04-14,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,2,0.0,1.4471399999999999,0.0,SES,2020-11-27
14366,16,2020-04-14,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,3,0.0,3.31503,0.0,SES,2020-11-27
14604,16,2020-04-15,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,2,0.0,1.4471399999999999,0.0,SES,2020-11-27
15539,16,2020-04-15,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,3,0.0,3.31503,0.0,SES,2020-11-27
15794,16,2020-04-16,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,2,0.0,1.4471399999999999,0.0,SES,2020-11-27
16775,16,2020-04-16,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,3,0.0,3.31503,0.0,SES,2020-11-27
17036,16,2020-04-17,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,1,3,0.0,2.1707,0.0,SES,2020-11-27
18065,16,2020-04-17,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,1,4,0.0,4.42004,0.0,SES,2020-11-27
18348,16,2020-04-18,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,3,0.0,2.1707,0.0,SES,2020-11-27
19036,16,2020-04-18,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,1,1,0.0,11.54734,0.0,SES,2020-11-27
19423,16,2020-04-18,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,4,0.0,4.42004,0.0,SES,2020-11-27
19723,17,2020-04-19,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,3,0.0,2.1707,0.0,SES,2020-11-27
20439,17,2020-04-19,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
20845,17,2020-04-19,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,4,0.0,4.42004,0.0,SES,2020-11-27
21157,17,2020-04-20,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,3,0.0,2.1707,0.0,SES,2020-11-27
21901,17,2020-04-20,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
22319,17,2020-04-20,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,4,0.0,4.42004,0.0,SES,2020-11-27
22640,17,2020-04-21,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,1,4,0.0,2.89427,0.0,SES,2020-11-27
23407,17,2020-04-21,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
23835,17,2020-04-21,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,4,0.0,4.42004,0.0,SES,2020-11-27
24169,17,2020-04-22,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,4,0.0,2.89427,0.0,SES,2020-11-27
24814,17,2020-04-22,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,1,1,0.0,7.65521,0.0,SES,2020-11-27
24960,17,2020-04-22,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
25407,17,2020-04-22,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,4,0.0,4.42004,0.0,SES,2020-11-27
25755,17,2020-04-23,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,4,0.0,2.89427,0.0,SES,2020-11-27
26423,17,2020-04-23,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,-1,0,0.0,0.0,0.0,SES,2020-11-27
26578,17,2020-04-23,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
27043,17,2020-04-23,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,1,5,0.0,5.52505,0.0,SES,2020-11-27
27410,17,2020-04-24,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,4,0.0,2.89427,0.0,SES,2020-11-27
28119,17,2020-04-24,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
28285,17,2020-04-24,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
28772,17,2020-04-24,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,5,0.0,5.52505,0.0,SES,2020-11-27
29152,17,2020-04-25,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,1,5,0.0,3.61784,0.0,SES,2020-11-27
29882,17,2020-04-25,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
30056,17,2020-04-25,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
30567,17,2020-04-25,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,5,0.0,5.52505,0.0,SES,2020-11-27
30959,18,2020-04-26,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,5,0.0,3.61784,0.0,SES,2020-11-27
31724,18,2020-04-26,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
31908,18,2020-04-26,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
32433,18,2020-04-26,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,1,6,0.0,6.63005,0.0,SES,2020-11-27
32841,18,2020-04-27,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,5,0.0,3.61784,0.0,SES,2020-11-27
33631,18,2020-04-27,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
33822,18,2020-04-27,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
34360,18,2020-04-27,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,6,0.0,6.63005,0.0,SES,2020-11-27
34780,18,2020-04-28,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,5,0.0,3.61784,0.0,SES,2020-11-27
35600,18,2020-04-28,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
35808,18,2020-04-28,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
36382,18,2020-04-28,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,6,0.0,6.63005,0.0,SES,2020-11-27
36832,18,2020-04-29,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,2,7,0.0,5.06498,0.0,SES,2020-11-27
37676,18,2020-04-29,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
37895,18,2020-04-29,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
38488,18,2020-04-29,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,6,0.0,6.63005,0.0,SES,2020-11-27
38954,18,2020-04-30,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,7,0.0,5.06498,0.0,SES,2020-11-27
39826,18,2020-04-30,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
40057,18,2020-04-30,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
40673,18,2020-04-30,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,-1,5,0.0,5.52505,0.0,SES,2020-11-27
41151,18,2020-05-01,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,7,0.0,5.06498,0.0,SES,2020-11-27
42047,18,2020-05-01,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
42280,18,2020-05-01,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
42916,18,2020-05-01,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,2,7,0.0,7.735060000000001,0.0,SES,2020-11-27
43411,18,2020-05-02,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,3,10,0.0,7.23568,0.0,SES,2020-11-27
44336,18,2020-05-02,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
44572,18,2020-05-02,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
45233,18,2020-05-02,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,7,0.0,7.735060000000001,0.0,SES,2020-11-27
45742,19,2020-05-03,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,0,0,10,0.0,7.23568,0.0,SES,2020-11-27
46686,19,2020-05-03,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
46930,19,2020-05-03,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
47604,19,2020-05-03,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,1,8,0.0,8.840069999999999,0.0,SES,2020-11-27
48124,19,2020-05-04,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,1,1,1,11,0.7235699999999999,7.95925,0.09091,SES,2020-11-27
49084,19,2020-05-04,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
49335,19,2020-05-04,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
50025,19,2020-05-04,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,8,0.0,8.840069999999999,0.0,SES,2020-11-27
50561,19,2020-05-05,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,1,0,11,0.7235699999999999,7.95925,0.09091,SES,2020-11-27
51552,19,2020-05-05,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
51812,19,2020-05-05,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
52533,19,2020-05-05,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,8,0.0,8.840069999999999,0.0,SES,2020-11-27
53084,19,2020-05-06,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,1,2,0,11,1.4471399999999999,7.95925,0.18182,SES,2020-11-27
54100,19,2020-05-06,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
54365,19,2020-05-06,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
55105,19,2020-05-06,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,8,0.0,8.840069999999999,0.0,SES,2020-11-27
55680,19,2020-05-07,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,2,0,11,1.4471399999999999,7.95925,0.18182,SES,2020-11-27
56734,19,2020-05-07,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
57006,19,2020-05-07,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
57767,19,2020-05-07,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,2,10,0.0,11.050089999999999,0.0,SES,2020-11-27
58362,19,2020-05-08,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,2,5,16,1.4471399999999999,11.57709,0.125,SES,2020-11-27
59456,19,2020-05-08,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
59739,19,2020-05-08,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
60534,19,2020-05-08,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,10,0.0,11.050089999999999,0.0,SES,2020-11-27
61149,19,2020-05-09,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,2,1,17,1.4471399999999999,12.30066,0.11765,SES,2020-11-27
62269,19,2020-05-09,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
62558,19,2020-05-09,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
63378,19,2020-05-09,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,10,0.0,11.050089999999999,0.0,SES,2020-11-27
64005,20,2020-05-10,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,2,0,17,1.4471399999999999,12.30066,0.11765,SES,2020-11-27
65147,20,2020-05-10,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
65442,20,2020-05-10,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
66282,20,2020-05-10,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,10,0.0,11.050089999999999,0.0,SES,2020-11-27
66916,20,2020-05-11,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,2,2,19,1.4471399999999999,13.74779,0.10525999999999999,SES,2020-11-27
68088,20,2020-05-11,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
68389,20,2020-05-11,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
69248,20,2020-05-11,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,10,0.0,11.050089999999999,0.0,SES,2020-11-27
69889,20,2020-05-12,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,2,0,19,1.4471399999999999,13.74779,0.10525999999999999,SES,2020-11-27
71084,20,2020-05-12,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
71392,20,2020-05-12,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
71973,20,2020-05-12,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,0,1,1,0.0,11.542010000000001,0.0,SES,2020-11-27
72269,20,2020-05-12,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,2,12,0.0,13.260110000000001,0.0,SES,2020-11-27
72923,20,2020-05-13,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,2,0,19,1.4471399999999999,13.74779,0.10525999999999999,SES,2020-11-27
74146,20,2020-05-13,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
74461,20,2020-05-13,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
75064,20,2020-05-13,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,0,0,1,0.0,11.542010000000001,0.0,SES,2020-11-27
75368,20,2020-05-13,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,12,0.0,13.260110000000001,0.0,SES,2020-11-27
76042,20,2020-05-14,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,2,0,19,1.4471399999999999,13.74779,0.10525999999999999,SES,2020-11-27
77293,20,2020-05-14,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
77615,20,2020-05-14,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
78232,20,2020-05-14,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,0,0,1,0.0,11.542010000000001,0.0,SES,2020-11-27
78542,20,2020-05-14,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,4,16,0.0,17.680139999999998,0.0,SES,2020-11-27
79231,20,2020-05-15,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,2,4,23,1.4471399999999999,16.64207,0.08696,SES,2020-11-27
80519,20,2020-05-15,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
80854,20,2020-05-15,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
81498,20,2020-05-15,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,0,0,1,0.0,11.542010000000001,0.0,SES,2020-11-27
81820,20,2020-05-15,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,16,0.0,17.680139999999998,0.0,SES,2020-11-27
82520,20,2020-05-16,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,2,7,30,1.4471399999999999,21.70704,0.06667000000000001,SES,2020-11-27
83834,20,2020-05-16,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
84180,20,2020-05-16,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
84832,20,2020-05-16,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,0,0,1,0.0,11.542010000000001,0.0,SES,2020-11-27
85160,20,2020-05-16,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,16,0.0,17.680139999999998,0.0,SES,2020-11-27
85869,21,2020-05-17,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,2,2,32,1.4471399999999999,23.15418,0.0625,SES,2020-11-27
85910,21,2020-05-17,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,0,1,1,0.0,4.78538,0.0,SES,2020-11-27
87196,21,2020-05-17,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
87546,21,2020-05-17,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
88203,21,2020-05-17,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,0,0,1,0.0,11.542010000000001,0.0,SES,2020-11-27
88533,21,2020-05-17,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,2,18,0.0,19.89016,0.0,SES,2020-11-27
89251,21,2020-05-18,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,2,1,33,1.4471399999999999,23.87775,0.060610000000000004,SES,2020-11-27
89292,21,2020-05-18,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,0,0,1,0.0,4.78538,0.0,SES,2020-11-27
90604,21,2020-05-18,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
90957,21,2020-05-18,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
91633,21,2020-05-18,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,0,1,2,0.0,23.08403,0.0,SES,2020-11-27
91966,21,2020-05-18,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,-1,17,0.0,18.78515,0.0,SES,2020-11-27
92696,21,2020-05-19,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,1,3,1,34,2.1707,24.60131,0.08824,SES,2020-11-27
92737,21,2020-05-19,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,0,0,1,0.0,4.78538,0.0,SES,2020-11-27
94081,21,2020-05-19,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,0,0,0,0.0,0.0,0.0,SES,2020-11-27
94437,21,2020-05-19,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,0,0,1,0.0,11.54734,0.0,SES,2020-11-27
95132,21,2020-05-19,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,0,1,3,0.0,34.62604,0.0,SES,2020-11-27
95472,21,2020-05-19,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,0,0,17,0.0,18.78515,0.0,SES,2020-11-27
96212,21,2020-05-20,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,3,6,40,2.1707,28.94272,0.075,SES,2020-11-27
96253,21,2020-05-20,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,0,0,1,0.0,4.78538,0.0,SES,2020-11-27
