,epi_week,date,country,state,city,ibgeID,cod_RegiaoDeSaude,name_RegiaoDeSaude,newDeaths,deaths,newCases,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,_source,last_info_date
618312,35,2020-08-29,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,14,11.54734,161.66281999999998,0.07143,SES,2020-11-27
618832,35,2020-08-29,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
619054,35,2020-08-29,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,0,16,11.01322,176.21145,0.0625,SES,2020-11-27
619188,35,2020-08-29,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,25,0.0,216.63778,0.0,SES,2020-11-27
619311,35,2020-08-29,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,7,0.0,153.44146999999998,0.0,SES,2020-11-27
619433,35,2020-08-29,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,57,46.16805,657.8947400000001,0.07017999999999999,SES,2020-11-27
620005,35,2020-08-29,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,12,0,505,13.260110000000001,558.02955,0.02376,SES,2020-11-27
620304,35,2020-08-29,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,15,12.3885,185.82755,0.06667000000000001,SES,2020-11-27
621116,36,2020-08-30,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,10,0,648,7.23568,468.8721,0.015430000000000001,SES,2020-11-27
621176,36,2020-08-30,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,0,0,121,0.0,579.03048,0.0,SES,2020-11-27
621791,36,2020-08-30,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,0,0,26,0.0,642.1338599999999,0.0,SES,2020-11-27
621968,36,2020-08-30,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,20,0.0,506.84237,0.0,SES,2020-11-27
622053,36,2020-08-30,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,11,0.0,319.67451,0.0,SES,2020-11-27
622263,36,2020-08-30,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,0,0,15,0.0,146.72797,0.0,SES,2020-11-27
623329,36,2020-08-30,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,28,15.31042,214.34586000000002,0.07143,SES,2020-11-27
623497,36,2020-08-30,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,0,0,49,0.0,959.0918,0.0,SES,2020-11-27
623895,36,2020-08-30,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,14,11.54734,161.66281999999998,0.07143,SES,2020-11-27
624415,36,2020-08-30,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
624637,36,2020-08-30,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,0,16,11.01322,176.21145,0.0625,SES,2020-11-27
624771,36,2020-08-30,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,25,0.0,216.63778,0.0,SES,2020-11-27
624894,36,2020-08-30,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,7,0.0,153.44146999999998,0.0,SES,2020-11-27
625016,36,2020-08-30,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,57,46.16805,657.8947400000001,0.07017999999999999,SES,2020-11-27
625588,36,2020-08-30,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,12,0,505,13.260110000000001,558.02955,0.02376,SES,2020-11-27
625887,36,2020-08-30,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,15,12.3885,185.82755,0.06667000000000001,SES,2020-11-27
626699,36,2020-08-31,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,10,30,678,7.23568,490.57914000000005,0.01475,SES,2020-11-27
626759,36,2020-08-31,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,0,1,122,0.0,583.8158599999999,0.0,SES,2020-11-27
627374,36,2020-08-31,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,0,0,26,0.0,642.1338599999999,0.0,SES,2020-11-27
627551,36,2020-08-31,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,20,0.0,506.84237,0.0,SES,2020-11-27
627636,36,2020-08-31,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,1,12,0.0,348.73582999999996,0.0,SES,2020-11-27
627846,36,2020-08-31,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,0,0,15,0.0,146.72797,0.0,SES,2020-11-27
628912,36,2020-08-31,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,1,29,15.31042,222.00107000000003,0.06897,SES,2020-11-27
629080,36,2020-08-31,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,0,0,49,0.0,959.0918,0.0,SES,2020-11-27
629478,36,2020-08-31,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,1,15,11.54734,173.21016,0.06667000000000001,SES,2020-11-27
629998,36,2020-08-31,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
630220,36,2020-08-31,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,0,16,11.01322,176.21145,0.0625,SES,2020-11-27
630354,36,2020-08-31,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,3,28,0.0,242.63432000000003,0.0,SES,2020-11-27
630477,36,2020-08-31,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,7,0.0,153.44146999999998,0.0,SES,2020-11-27
630599,36,2020-08-31,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,57,46.16805,657.8947400000001,0.07017999999999999,SES,2020-11-27
631171,36,2020-08-31,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,2,14,14,519,15.47013,573.49967,0.026969999999999997,SES,2020-11-27
631470,36,2020-08-31,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,15,12.3885,185.82755,0.06667000000000001,SES,2020-11-27
632282,36,2020-09-01,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,10,3,681,7.23568,492.74985,0.01468,SES,2020-11-27
632342,36,2020-09-01,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,0,0,122,0.0,583.8158599999999,0.0,SES,2020-11-27
632957,36,2020-09-01,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,0,1,27,0.0,666.83132,0.0,SES,2020-11-27
633134,36,2020-09-01,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,20,0.0,506.84237,0.0,SES,2020-11-27
633219,36,2020-09-01,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,12,0.0,348.73582999999996,0.0,SES,2020-11-27
633429,36,2020-09-01,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,0,0,15,0.0,146.72797,0.0,SES,2020-11-27
634495,36,2020-09-01,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,29,15.31042,222.00107000000003,0.06897,SES,2020-11-27
634663,36,2020-09-01,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,0,0,49,0.0,959.0918,0.0,SES,2020-11-27
635061,36,2020-09-01,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,15,11.54734,173.21016,0.06667000000000001,SES,2020-11-27
635581,36,2020-09-01,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
635803,36,2020-09-01,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,0,16,11.01322,176.21145,0.0625,SES,2020-11-27
635937,36,2020-09-01,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,2,30,0.0,259.96533999999997,0.0,SES,2020-11-27
636060,36,2020-09-01,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,7,0.0,153.44146999999998,0.0,SES,2020-11-27
636182,36,2020-09-01,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,57,46.16805,657.8947400000001,0.07017999999999999,SES,2020-11-27
636754,36,2020-09-01,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,14,3,522,15.47013,576.8147,0.02682,SES,2020-11-27
637053,36,2020-09-01,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,15,12.3885,185.82755,0.06667000000000001,SES,2020-11-27
637865,36,2020-09-02,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,10,3,684,7.23568,494.92055,0.01462,SES,2020-11-27
637925,36,2020-09-02,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,0,6,128,0.0,612.52811,0.0,SES,2020-11-27
638540,36,2020-09-02,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,0,0,27,0.0,666.83132,0.0,SES,2020-11-27
638717,36,2020-09-02,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,8,28,0.0,709.57932,0.0,SES,2020-11-27
638802,36,2020-09-02,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,12,0.0,348.73582999999996,0.0,SES,2020-11-27
639012,36,2020-09-02,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,0,3,18,0.0,176.07356000000001,0.0,SES,2020-11-27
640078,36,2020-09-02,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,29,15.31042,222.00107000000003,0.06897,SES,2020-11-27
640246,36,2020-09-02,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,0,0,49,0.0,959.0918,0.0,SES,2020-11-27
640644,36,2020-09-02,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,15,11.54734,173.21016,0.06667000000000001,SES,2020-11-27
641164,36,2020-09-02,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
641386,36,2020-09-02,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,0,16,11.01322,176.21145,0.0625,SES,2020-11-27
641520,36,2020-09-02,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,1,31,0.0,268.63085,0.0,SES,2020-11-27
641643,36,2020-09-02,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,7,0.0,153.44146999999998,0.0,SES,2020-11-27
641765,36,2020-09-02,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,57,46.16805,657.8947400000001,0.07017999999999999,SES,2020-11-27
642337,36,2020-09-02,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,14,4,526,15.47013,581.23474,0.026619999999999998,SES,2020-11-27
642636,36,2020-09-02,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,15,12.3885,185.82755,0.06667000000000001,SES,2020-11-27
643448,36,2020-09-03,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,2,12,24,708,8.68282,512.28619,0.01695,SES,2020-11-27
643508,36,2020-09-03,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,0,0,128,0.0,612.52811,0.0,SES,2020-11-27
644123,36,2020-09-03,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,0,0,27,0.0,666.83132,0.0,SES,2020-11-27
644300,36,2020-09-03,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,4,32,0.0,810.9478,0.0,SES,2020-11-27
644385,36,2020-09-03,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,12,0.0,348.73582999999996,0.0,SES,2020-11-27
644595,36,2020-09-03,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,0,0,18,0.0,176.07356000000001,0.0,SES,2020-11-27
645661,36,2020-09-03,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,29,15.31042,222.00107000000003,0.06897,SES,2020-11-27
645829,36,2020-09-03,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,0,0,49,0.0,959.0918,0.0,SES,2020-11-27
646227,36,2020-09-03,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,15,11.54734,173.21016,0.06667000000000001,SES,2020-11-27
646747,36,2020-09-03,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
646969,36,2020-09-03,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,1,17,11.01322,187.22467,0.058820000000000004,SES,2020-11-27
647103,36,2020-09-03,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,31,0.0,268.63085,0.0,SES,2020-11-27
647226,36,2020-09-03,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,7,0.0,153.44146999999998,0.0,SES,2020-11-27
647348,36,2020-09-03,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,1,58,46.16805,669.43675,0.06897,SES,2020-11-27
647921,36,2020-09-03,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,14,2,528,15.47013,583.44476,0.02652,SES,2020-11-27
648220,36,2020-09-03,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,15,12.3885,185.82755,0.06667000000000001,SES,2020-11-27
649033,36,2020-09-04,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,12,12,720,8.68282,520.969,0.016669999999999997,SES,2020-11-27
649093,36,2020-09-04,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,0,2,130,0.0,622.09887,0.0,SES,2020-11-27
649708,36,2020-09-04,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,0,0,27,0.0,666.83132,0.0,SES,2020-11-27
649885,36,2020-09-04,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,11,43,0.0,1089.7111,0.0,SES,2020-11-27
649970,36,2020-09-04,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,1,13,0.0,377.79715,0.0,SES,2020-11-27
650180,36,2020-09-04,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,0,1,19,0.0,185.85542,0.0,SES,2020-11-27
651246,36,2020-09-04,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,29,15.31042,222.00107000000003,0.06897,SES,2020-11-27
651414,36,2020-09-04,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,0,0,49,0.0,959.0918,0.0,SES,2020-11-27
651812,36,2020-09-04,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,15,11.54734,173.21016,0.06667000000000001,SES,2020-11-27
652332,36,2020-09-04,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
652554,36,2020-09-04,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,1,18,11.01322,198.23789,0.055560000000000005,SES,2020-11-27
652688,36,2020-09-04,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,1,32,0.0,277.29636,0.0,SES,2020-11-27
652811,36,2020-09-04,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,7,0.0,153.44146999999998,0.0,SES,2020-11-27
652933,36,2020-09-04,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,58,46.16805,669.43675,0.06897,SES,2020-11-27
653506,36,2020-09-04,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,14,5,533,15.47013,588.9698,0.026269999999999998,SES,2020-11-27
653805,36,2020-09-04,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,15,12.3885,185.82755,0.06667000000000001,SES,2020-11-27
654618,36,2020-09-05,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,12,0,720,8.68282,520.969,0.016669999999999997,SES,2020-11-27
654678,36,2020-09-05,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,0,0,130,0.0,622.09887,0.0,SES,2020-11-27
655293,36,2020-09-05,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,0,0,27,0.0,666.83132,0.0,SES,2020-11-27
655470,36,2020-09-05,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,43,0.0,1089.7111,0.0,SES,2020-11-27
655555,36,2020-09-05,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,13,0.0,377.79715,0.0,SES,2020-11-27
655765,36,2020-09-05,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,0,0,19,0.0,185.85542,0.0,SES,2020-11-27
656832,36,2020-09-05,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,29,15.31042,222.00107000000003,0.06897,SES,2020-11-27
657000,36,2020-09-05,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,0,0,49,0.0,959.0918,0.0,SES,2020-11-27
657398,36,2020-09-05,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,15,11.54734,173.21016,0.06667000000000001,SES,2020-11-27
657918,36,2020-09-05,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
658140,36,2020-09-05,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,0,18,11.01322,198.23789,0.055560000000000005,SES,2020-11-27
658274,36,2020-09-05,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,32,0.0,277.29636,0.0,SES,2020-11-27
658397,36,2020-09-05,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,7,0.0,153.44146999999998,0.0,SES,2020-11-27
658519,36,2020-09-05,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,58,46.16805,669.43675,0.06897,SES,2020-11-27
659092,36,2020-09-05,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,14,0,533,15.47013,588.9698,0.026269999999999998,SES,2020-11-27
659391,36,2020-09-05,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,15,12.3885,185.82755,0.06667000000000001,SES,2020-11-27
660204,37,2020-09-06,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,12,0,720,8.68282,520.969,0.016669999999999997,SES,2020-11-27
660264,37,2020-09-06,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,0,0,130,0.0,622.09887,0.0,SES,2020-11-27
660879,37,2020-09-06,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,0,0,27,0.0,666.83132,0.0,SES,2020-11-27
661056,37,2020-09-06,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,43,0.0,1089.7111,0.0,SES,2020-11-27
661141,37,2020-09-06,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,13,0.0,377.79715,0.0,SES,2020-11-27
661351,37,2020-09-06,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,0,0,19,0.0,185.85542,0.0,SES,2020-11-27
662418,37,2020-09-06,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,29,15.31042,222.00107000000003,0.06897,SES,2020-11-27
662586,37,2020-09-06,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,0,0,49,0.0,959.0918,0.0,SES,2020-11-27
662984,37,2020-09-06,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,15,11.54734,173.21016,0.06667000000000001,SES,2020-11-27
663504,37,2020-09-06,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
663726,37,2020-09-06,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,0,18,11.01322,198.23789,0.055560000000000005,SES,2020-11-27
663860,37,2020-09-06,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,32,0.0,277.29636,0.0,SES,2020-11-27
663983,37,2020-09-06,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,7,0.0,153.44146999999998,0.0,SES,2020-11-27
664105,37,2020-09-06,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,58,46.16805,669.43675,0.06897,SES,2020-11-27
664678,37,2020-09-06,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,14,0,533,15.47013,588.9698,0.026269999999999998,SES,2020-11-27
664977,37,2020-09-06,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,15,12.3885,185.82755,0.06667000000000001,SES,2020-11-27
665790,37,2020-09-07,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,1,13,6,726,9.40638,525.3104099999999,0.01791,SES,2020-11-27
665850,37,2020-09-07,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,0,3,133,0.0,636.4549900000001,0.0,SES,2020-11-27
666465,37,2020-09-07,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,0,0,27,0.0,666.83132,0.0,SES,2020-11-27
666642,37,2020-09-07,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,2,45,0.0,1140.39534,0.0,SES,2020-11-27
666727,37,2020-09-07,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,13,0.0,377.79715,0.0,SES,2020-11-27
666937,37,2020-09-07,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,0,1,20,0.0,195.63728999999998,0.0,SES,2020-11-27
668004,37,2020-09-07,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,5,34,15.31042,260.27712,0.058820000000000004,SES,2020-11-27
668172,37,2020-09-07,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,0,0,49,0.0,959.0918,0.0,SES,2020-11-27
668570,37,2020-09-07,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,1,16,11.54734,184.75751,0.0625,SES,2020-11-27
669090,37,2020-09-07,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
669312,37,2020-09-07,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,0,18,11.01322,198.23789,0.055560000000000005,SES,2020-11-27
669446,37,2020-09-07,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,32,0.0,277.29636,0.0,SES,2020-11-27
669569,37,2020-09-07,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,1,8,0.0,175.36168,0.0,SES,2020-11-27
669691,37,2020-09-07,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,1,59,46.16805,680.97876,0.0678,SES,2020-11-27
670264,37,2020-09-07,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,14,12,545,15.47013,602.22991,0.025689999999999998,SES,2020-11-27
670563,37,2020-09-07,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,0,15,12.3885,185.82755,0.06667000000000001,SES,2020-11-27
671376,37,2020-09-08,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,13,0,726,9.40638,525.3104099999999,0.01791,SES,2020-11-27
671436,37,2020-09-08,Brazil,MG,Barroso/MG,3105905,31015.0,São João Del Rei,0,0,0,133,0.0,636.4549900000001,0.0,SES,2020-11-27
672051,37,2020-09-08,Brazil,MG,Carrancas/MG,3114600,31004.0,Lavras,0,0,0,27,0.0,666.83132,0.0,SES,2020-11-27
672228,37,2020-09-08,Brazil,MG,Conceição da Barra de Minas/MG,3115201,31015.0,São João Del Rei,0,0,0,45,0.0,1140.39534,0.0,SES,2020-11-27
672313,37,2020-09-08,Brazil,MG,Coronel Xavier Chaves/MG,3119708,31015.0,São João Del Rei,0,0,0,13,0.0,377.79715,0.0,SES,2020-11-27
672523,37,2020-09-08,Brazil,MG,Dores de Campos/MG,3123007,31015.0,São João Del Rei,0,0,3,23,0.0,224.98288,0.0,SES,2020-11-27
673590,37,2020-09-08,Brazil,MG,Lagoa Dourada/MG,3137403,31015.0,São João Del Rei,0,2,0,34,15.31042,260.27712,0.058820000000000004,SES,2020-11-27
673758,37,2020-09-08,Brazil,MG,Madre de Deus de Minas/MG,3139102,31015.0,São João Del Rei,0,0,0,49,0.0,959.0918,0.0,SES,2020-11-27
674156,37,2020-09-08,Brazil,MG,Nazareno/MG,3144508,31015.0,São João Del Rei,0,1,0,16,11.54734,184.75751,0.0625,SES,2020-11-27
674676,37,2020-09-08,Brazil,MG,Piedade do Rio Grande/MG,3150307,31015.0,São João Del Rei,0,2,0,29,44.7828,649.35065,0.06897,SES,2020-11-27
674898,37,2020-09-08,Brazil,MG,Prados/MG,3152709,31015.0,São João Del Rei,0,1,0,18,11.01322,198.23789,0.055560000000000005,SES,2020-11-27
675032,37,2020-09-08,Brazil,MG,Resende Costa/MG,3154200,31015.0,São João Del Rei,0,0,0,32,0.0,277.29636,0.0,SES,2020-11-27
675155,37,2020-09-08,Brazil,MG,Ritápolis/MG,3156106,31015.0,São João Del Rei,0,0,0,8,0.0,175.36168,0.0,SES,2020-11-27
675277,37,2020-09-08,Brazil,MG,Santa Cruz de Minas/MG,3157336,31015.0,São João Del Rei,0,4,0,59,46.16805,680.97876,0.0678,SES,2020-11-27
675850,37,2020-09-08,Brazil,MG,São João del Rei/MG,3162500,31015.0,São João Del Rei,0,14,5,550,15.47013,607.75495,0.02545,SES,2020-11-27
676149,37,2020-09-08,Brazil,MG,Tiradentes/MG,3168804,31015.0,São João Del Rei,0,1,1,16,12.3885,198.21606,0.0625,SES,2020-11-27
676962,37,2020-09-09,Brazil,MG,Barbacena/MG,3105608,31013.0,Barbacena,0,13,14,740,9.40638,535.4403599999999,0.01757,SES,2020-11-27
